epoch,learning_rate,loss,val_loss
136,0.0002500000118743628,-6.562656879425049,-5.406130313873291
137,0.0002500000118743628,-6.562190055847168,-5.414177894592285
138,0.0002500000118743628,-6.563545227050781,-5.41146183013916
139,0.0002500000118743628,-6.56352424621582,-5.406161785125732
140,0.0002500000118743628,-6.564927577972412,-5.429412364959717
141,0.0002500000118743628,-6.564473628997803,-5.405214309692383
142,0.0002500000118743628,-6.5665998458862305,-5.422913074493408
143,0.0002500000118743628,-6.566412448883057,-5.4020256996154785
144,0.0002500000118743628,-6.567230701446533,-5.40502405166626
145,0.0002500000118743628,-6.567863464355469,-5.413711071014404
146,0.0002500000118743628,-6.568681240081787,-5.401236057281494
147,0.0002500000118743628,-6.568643569946289,-5.402407646179199
148,0.0002500000118743628,-6.56914758682251,-5.395364761352539
149,0.0002500000118743628,-6.571428298950195,-5.396914482116699
150,0.0002500000118743628,-6.569668769836426,-5.402045726776123
151,0.0002500000118743628,-6.571432113647461,-5.412099838256836
152,0.0002500000118743628,-6.572514057159424,-5.403114318847656
153,0.0002500000118743628,-6.571327209472656,-5.3870439529418945
154,0.0002500000118743628,-6.571261882781982,-5.377693176269531
155,0.0002500000118743628,-6.573030471801758,-5.381461143493652
156,0.0002500000118743628,-6.573311805725098,-5.398814678192139
157,0.0002500000118743628,-6.574605464935303,-5.3904128074646
158,0.0002500000118743628,-6.572910785675049,-5.397211074829102
159,0.0002500000118743628,-6.573769569396973,-5.383755207061768
160,0.0002500000118743628,-6.575830459594727,-5.3787102699279785
161,0.0002500000118743628,-6.576213836669922,-5.389244556427002
162,0.0002500000118743628,-6.575063228607178,-5.401554107666016
163,0.0002500000118743628,-6.579431056976318,-5.382485389709473
164,0.0002500000118743628,-6.577972888946533,-5.394481182098389
165,0.0002500000118743628,-6.579368591308594,-5.370038032531738
166,0.0002500000118743628,-6.578765392303467,-5.374966621398926
167,0.0001250000059371814,-6.595278263092041,-5.389969825744629
168,0.0001250000059371814,-6.5976057052612305,-5.392301559448242
169,0.0001250000059371814,-6.60077428817749,-5.3884172439575195
170,0.0001250000059371814,-6.6019368171691895,-5.378190517425537
171,0.0001250000059371814,-6.602528095245361,-5.391918182373047
172,0.0001250000059371814,-6.60374116897583,-5.3960747718811035
173,0.0001250000059371814,-6.604593753814697,-5.381316184997559
174,0.0001250000059371814,-6.605621814727783,-5.381253719329834
175,0.0001250000059371814,-6.606090545654297,-5.38135290145874
176,0.0001250000059371814,-6.606780529022217,-5.378763198852539
177,0.0001250000059371814,-6.606178283691406,-5.381363868713379
178,0.0001250000059371814,-6.606842994689941,-5.382513046264648
179,0.0001250000059371814,-6.607933044433594,-5.386340141296387
180,0.0001250000059371814,-6.607448577880859,-5.386447429656982
181,0.0001250000059371814,-6.608356952667236,-5.378566741943359
182,0.0001250000059371814,-6.608501434326172,-5.3847856521606445
183,0.0001250000059371814,-6.609381198883057,-5.3719353675842285
184,0.0001250000059371814,-6.610111713409424,-5.376189231872559
185,0.0001250000059371814,-6.609678745269775,-5.382584571838379
186,0.0001250000059371814,-6.609881401062012,-5.38264274597168
187,0.0001250000059371814,-6.610202312469482,-5.377212047576904
188,6.25000029685907e-05,-6.618226528167725,-5.379918575286865
189,6.25000029685907e-05,-6.62006950378418,-5.377336502075195
190,6.25000029685907e-05,-6.619871139526367,-5.379950523376465
191,6.25000029685907e-05,-6.620974063873291,-5.387086391448975
192,6.25000029685907e-05,-6.622037410736084,-5.377765655517578
193,6.25000029685907e-05,-6.623512268066406,-5.377851963043213
194,6.25000029685907e-05,-6.623894691467285,-5.38137149810791
195,6.25000029685907e-05,-6.6237359046936035,-5.375568866729736
196,6.25000029685907e-05,-6.623441219329834,-5.371729850769043
197,6.25000029685907e-05,-6.623057842254639,-5.377312660217285
198,3.125000148429535e-05,-6.629012584686279,-5.374119281768799
199,3.125000148429535e-05,-6.629105567932129,-5.372440814971924
200,3.125000148429535e-05,-6.629498481750488,-5.370856285095215
201,3.125000148429535e-05,-6.628225803375244,-5.376897811889648
202,3.125000148429535e-05,-6.629695415496826,-5.369771480560303
203,3.125000148429535e-05,-6.629570484161377,-5.368657112121582
204,3.125000148429535e-05,-6.629641532897949,-5.373373985290527
205,3.125000148429535e-05,-6.630683422088623,-5.3694047927856445
206,3.125000148429535e-05,-6.630795955657959,-5.374033451080322
207,3.125000148429535e-05,-6.632508754730225,-5.3672051429748535
208,3.125000148429535e-05,-6.630917072296143,-5.371551990509033
209,3.125000148429535e-05,-6.631302356719971,-5.3704514503479
210,3.125000148429535e-05,-6.630209922790527,-5.369624137878418
211,1.5625000742147677e-05,-6.632768154144287,-5.367791652679443
212,1.5625000742147677e-05,-6.632795333862305,-5.366736888885498
213,1.5625000742147677e-05,-6.632629871368408,-5.369098663330078
214,1.5625000742147677e-05,-6.634495258331299,-5.367739677429199
215,1.5625000742147677e-05,-6.635306358337402,-5.369711399078369
216,1.5625000742147677e-05,-6.63374137878418,-5.369135856628418
217,1.5625000742147677e-05,-6.634486675262451,-5.366807460784912
218,1.5625000742147677e-05,-6.634333610534668,-5.366446018218994
219,7.812500371073838e-06,-6.634883403778076,-5.367605686187744
220,7.812500371073838e-06,-6.635619640350342,-5.367055416107178
221,7.812500371073838e-06,-6.6363091468811035,-5.369946002960205
222,7.812500371073838e-06,-6.635686874389648,-5.367881774902344
223,7.812500371073838e-06,-6.635965824127197,-5.370840072631836
224,7.812500371073838e-06,-6.635656356811523,-5.365032196044922
225,3.906250185536919e-06,-6.636745929718018,-5.367884159088135
226,3.906250185536919e-06,-6.6358795166015625,-5.369167804718018
227,3.906250185536919e-06,-6.636838912963867,-5.368584156036377
228,3.906250185536919e-06,-6.636011123657227,-5.369704723358154
229,1.9531250927684596e-06,-6.636367321014404,-5.368426322937012
230,1.9531250927684596e-06,-6.637619495391846,-5.3664774894714355
231,1.9531250927684596e-06,-6.636335849761963,-5.367921352386475
232,1.9531250927684596e-06,-6.6355061531066895,-5.367805480957031
233,1.9531250927684596e-06,-6.636600971221924,-5.368536472320557
234,9.765625463842298e-07,-6.637186527252197,-5.3683953285217285
235,9.765625463842298e-07,-6.637234210968018,-5.36745023727417
236,9.765625463842298e-07,-6.638208389282227,-5.367957592010498
237,9.765625463842298e-07,-6.636645317077637,-5.367682933807373
238,9.765625463842298e-07,-6.638221263885498,-5.36745548248291
239,9.765625463842298e-07,-6.636782169342041,-5.367614269256592
240,4.882812731921149e-07,-6.637607097625732,-5.367873191833496
241,4.882812731921149e-07,-6.6374616622924805,-5.367898941040039
242,4.882812731921149e-07,-6.637701511383057,-5.3682169914245605
243,2.4414063659605745e-07,-6.636824131011963,-5.367865085601807
244,2.4414063659605745e-07,-6.637450218200684,-5.368165969848633
245,2.4414063659605745e-07,-6.63758659362793,-5.368162155151367
246,1.2207031829802872e-07,-6.635972023010254,-5.3681135177612305
247,1.2207031829802872e-07,-6.637843608856201,-5.367942810058594
248,1.2207031829802872e-07,-6.636996269226074,-5.367975234985352
